hnr,jitter,h1h2,shimmer,f0mean,class
10.625093734180666,0.037155407790777986,-0.00017956525741832436,0.12464722321393631,97.38670692765126,c
27.884432028008614,0.00534332315782329,-0.0002194387216914635,0.022093209955448643,172.8862156389541,no-c
19.319905563974736,0.01588759553706492,0.00042101596955617347,0.06565001549416553,180.10152942678909,no-c
11.291041740500198,0.011757716229508735,-6.807359026978575e-05,0.06045500352201089,156.12967775361247,no-c
0.9656209932621858,0.05307322060088019,0.0,0.05366587464289611,0.0,c
9.579882129813736,0.030423323039393206,-0.00011786007882775498,0.16886072073375527,115.5151778870097,c
10.015948953698105,0.14060220090477937,-2.2550806560601825e-05,0.25963190941693925,112.59832982179145,c
0.890424557850158,0.08385654851432837,0.00011769552334371236,0.11343299634894156,275.89881261385153,c
1.750371776494243,0.01243890416565226,0.0,0.05366587464289611,0.0,c
17.019072688538756,0.0193118374574114,0.0002470679915337518,0.04510556664791177,293.57346913577516,no-c
10.694169429248678,0.019112826478057877,-2.1370672674525626e-05,0.009172955370471698,154.13686192446966,no-c
10.527857867943,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,no-c
12.14345300672581,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,no-c
6.6837011503318635,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,c
16.54656114051516,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,no-c
0.21042355065416052,0.01243890416565226,0.0,0.05366587464289611,0.0,c
3.3744864694721186,0.01243890416565226,0.0,0.05366587464289611,0.0,c
9.120647549384191,0.016373466233808854,-0.00018358145034681094,0.06526757238660709,86.44756183789619,c
-1.333945620420769,0.01243890416565226,0.0,0.05366587464289611,0.0,c
9.790563265418614,0.01754725305591231,-0.00016595440693419346,0.05366587464289611,91.95215949082063,c
9.457673155840748,0.021567033814535473,0.00013388554481421708,0.1302252292960061,168.00399809760506,no-c
19.40872506680448,0.0094508748549515,-7.326482891478124e-05,0.005581578952425234,196.8449626493547,no-c
24.481792588262664,0.005131430518873819,0.00020952055628310258,0.013195406099132086,244.50147557424023,no-c
1.778907990074223,0.01243890416565226,0.0,0.05366587464289611,0.0,c
7.763730782050021,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,c
11.251832873930907,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,no-c
3.740494184000557,0.01243890416565226,0.0,0.05366587464289611,0.0,c
3.0641606454885406,0.1445358272333758,0.0,0.05366587464289611,0.0,c
3.407063498856337,0.03924771349580683,-9.511781583341827e-05,0.2448735407856322,423.4114534122305,c
18.783365841378444,0.0064684921962907885,2.094578301624578e-05,0.043892102417975094,177.70314528015365,no-c
16.54668571039975,0.019051153882670542,0.0004064219131513837,0.0866494903308765,195.43189592792046,no-c
5.054993155820131,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,c
6.149794272890584,0.01243890416565226,0.0,0.05366587464289611,173.46141306157554,c
