hnr,jitter,h1h2,shimmer,f0mean,class
-0.2472124626048422,0.01905211944152302,0.0,0.07646869226454797,101.08093885126729,c
16.250702496607182,0.027144237868855524,-9.619753797165866e-05,0.07490979439131534,131.1679088445595,no-c
0.3907767238935887,0.01905211944152302,0.0,0.07646869226454797,0.0,c
8.996716749522038,0.01905211944152302,-4.094754577332668e-05,0.07646869226454797,122.03868598083534,no-c
22.669867517312902,0.010973271363215333,0.0007927674304450937,0.04017726749392483,154.87260426374834,no-c
12.390670970607683,0.03721732524694417,2.607561871089729e-05,0.0734016226716725,138.15127384405488,no-c
2.8247533781765735,0.032133080268095665,0.0,0.07646869226454797,0.0,c?
3.747973041487366,0.0526141918917563,-9.432030308019265e-06,0.06829254993163646,99.51915302842298,c
-0.02958228417852688,0.05813572047026967,0.0,0.11611519877213157,0.0,c?
7.334405153937796,0.06253123540352576,9.32201279929676e-05,0.14019857479002265,108.1979087930828,no-c
-1.3252566266259493,0.01905211944152302,0.0,0.07646869226454797,101.08093885126729,c
24.063850620569383,0.012064761527891365,-3.1715677481290554e-05,0.08726202719572014,107.45106874846428,no-c
1.417615471234961,0.17000948135723987,1.912864276119509e-05,0.4094189429728722,111.94614218529107,c
10.459466247617346,0.016266600580259662,2.0353779488496183e-05,0.06253333794082347,113.06995267054357,no-c
21.82042513752326,0.004101897398911211,-0.00039576367460397526,0.024844343965692576,117.16675869217325,no-c
19.397549248853913,0.007897628650962846,-4.961173249930459e-05,0.16165156696360053,95.98510101560754,no-c
3.8256876950822494,0.03857175912132995,0.0,0.23738269983857843,0.0,c?
-1.2549003656286153,0.01905211944152302,0.0,0.07646869226454797,0.0,c
0.7387810221796394,0.01905211944152302,0.0,0.07646869226454797,0.0,c
12.513739887570628,0.00958951047910481,-5.03813831852712e-05,0.08667765725119823,114.30164607011002,no-c
0.2964405722331754,0.01905211944152302,0.0,0.07646869226454797,0.0,c
3.7330742022449668,0.01905211944152302,0.0,0.07646869226454797,101.08093885126729,c
0.7261670694203636,0.01905211944152302,0.0,0.07646869226454797,0.0,c
15.560207101398005,0.011232483119898884,-4.3339237449700134e-05,0.11719753635222122,97.22933389360132,no-c
0.27502361973776196,0.05602834934032988,0.0,0.12964619661567064,0.0,c
22.888293733548878,0.005330047731091434,-0.00014739145981719254,0.03719102811369681,162.85105851328078,no-c
1.9258310060332853,0.01905211944152302,0.0,0.07646869226454797,0.0,c
13.408992455433923,0.016999360278135336,-0.00015501992111402186,0.026037648846592,106.71200333337083,no-c
-0.08519169612643424,0.01905211944152302,0.0,0.07646869226454797,0.0,c?
10.790645872301582,0.025838043591091306,-5.773031177693443e-06,0.06637138062641768,103.7672715895575,no-c
27.369644923761452,0.006707250660550828,-0.000425801913571749,0.03569599206062607,124.27046113350991,no-c
7.701990047832564,0.0521972696802724,6.528192063744284e-05,0.07646869226454797,121.71945403870377,no-c
-0.3213653668594961,0.01905211944152302,0.0,0.07646869226454797,0.0,c
1.0504118029304124,0.01905211944152302,0.0,0.07646869226454797,0.0,no-c
21.668886900652815,0.01905211944152302,-8.974751347242107e-05,0.07646869226454797,99.15820590989983,no-c
2.6370601226766937,0.01905211944152302,0.0,0.07646869226454797,0.0,c
1.922464244360813,0.01905211944152302,0.00017150128599288834,0.07646869226454797,557.5282438102485,c
0.13304422457549853,0.01905211944152302,0.0,0.07646869226454797,101.08093885126729,c?
